DamageID,WeaponCategory,IgnoreInvulnerable,NoReaction,IsRanged,SurfaceImpactEffect,AttackType,DamageType,Affixes,StatusEffect,EffectOnlyOnDamage,DeflectDamageID,CanCrit,DmgCoef,DmgCoefHead,DmgCoefCrit,PowerLevel,BlockPowerLevel,CritPowerLevel,HitStun,BlockHitStun,CritHitStun,ImpactDistanceX,ImpactDistanceY,ImpactDistanceZ,ImpactDecayRate,CritImpactDistanceX,CritImpactDistanceY,CritImpactDistanceZ,CritImpactDecayRate,BlockImpactDistanceX,BlockImpactDistanceY,BlockImpactDistanceZ,BlockImpactDecayRate,AddDmg,StaggerDmgModifier,StaggerResistModifier,CameraShakeID,TargetCameraShakeID,BlockTargetCameraShakeID,CritTargetCameraShakeID,ImpactRating,BlockStaminaDmgMod,BlockAbsorptionModifier,StunBreakoutIncrement,HitRuneCharge,HitBlockedRuneCharge
Focus_Fireball_Empowered_Explosion,Mammoth_LavaToss,0,0,,Bullet,Heavy,Fire,,,,Deflect_Default,false,0.4,0.4,0.4,2,1,0,0,0,0,0,0,0,0.8,0,0.5,0,0.8,0,0,0,0.8,0,0,0,,Small,,,0,0.6,1,0,0.16,0.33
Focus_Void_Ball,Unarmed,0,1,,Bullet,Heavy,Corruption,,,,Deflect_Default,false,0.1,0.1,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Small,,,0,0.1,1,0,0.1625,0.325
Focus_Void_Ball_Projectile,Unarmed,0,0,,Bullet,Heavy,Corruption,,,,Deflect_Default,false,0.45,0.45,0.45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Small,,,0,0.5,1,0,0.16,0.33
Focus_Void_Ball_Empowered,Unarmed,0,1,,Bullet,Heavy,Corruption,,,,Deflect_Default,false,0.15,0.15,0.15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Small,,,0,0.1,1,0,0.1625,0.325
Focus_Void_Ball_Death,Unarmed,0,0,,Bullet,Heavy,Corruption,,,,Deflect_Default,false,0.7,0.7,0.7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Small,,,0,0.6,1,0,0.1625,0.325
Focus_Chain_Lightning_Empowered_Debuff,Mammoth_Shock,0,1,,Bullet,Heavy,Lightning,,,,Deflect_Default,false,0.15,0.15,0.15,1,1,0,10,5,10,0,0,0,0.8,0,0.5,0,0.8,0,0,0,0.8,0,0,0,,Small,,,0,0.1,1,0,0.1625,0.325
Focus_Earth_Root_Arcane,Unarmed,0,0,,Bullet,Heavy,Nature,,WB_Mammoth_FL_Mahantaram_Root_Feedback_Arcane,false,Deflect_Default,false,0.75,0.5,0.5,0,1,0,10,5,10,0,0,0,0.8,0,0.5,0,0.8,0,0,0,0.8,0,0,0,,Small,,,3,0.1,1,0,0.1625,0.325
Focus_Earth_Root_Fire,Unarmed,0,0,,Bullet,Heavy,Nature,,WB_Mammoth_FL_Mahantaram_Root_Feedback_Fire,false,Deflect_Default,false,0.75,0.5,0.5,0,1,0,10,5,10,0,0,0,0.8,0,0.5,0,0.8,0,0,0,0.8,0,0,0,,Small,,,3,0.1,1,0,0.1625,0.325
Focus_Earth_Root_Ice,Unarmed,0,0,,Bullet,Heavy,Nature,,WB_Mammoth_FL_Mahantaram_Root_Feedback_Ice,false,Deflect_Default,false,0.75,0.5,0.5,0,1,0,10,5,10,0,0,0,0.8,0,0.5,0,0.8,0,0,0,0.8,0,0,0,,Small,,,3,0.1,1,0,0.1625,0.325
Focus_Earth_Root_Lightning,Unarmed,0,0,,Bullet,Heavy,Nature,,WB_Mammoth_FL_Mahantaram_Root_Feedback_Lightning,false,Deflect_Default,false,0.75,0.5,0.5,0,1,0,10,5,10,0,0,0,0.8,0,0.5,0,0.8,0,0,0,0.8,0,0,0,,Small,,,3,0.1,1,0,0.1625,0.325
Focus_Earth_Root_Void,Unarmed,0,0,,Bullet,Heavy,Nature,,WB_Mammoth_FL_Mahantaram_Root_Feedback_Void,false,Deflect_Default,false,0.75,0.5,0.5,0,1,0,10,5,10,0,0,0,0.8,0,0.5,0,0.8,0,0,0,0.8,0,0,0,,Small,,,3,0.1,1,0,0.1625,0.325
Phase_Trigger,Unarmed,0,0,,Bullet,Heavy,Nature,,Mammoth_Boss_PhaseTrigger,false,Deflect_Default,false,0,0,0,0,1,0,10,5,10,0,0,0,0.8,0,0.5,0,0.8,0,0,0,0.8,0,0,0,,Small,,,3,0.1,1,0,0.1625,0.325
Deflect_Default,Unarmed,1,0,,,,Standard,,,,,,0,0,0,2,2,2,0,0,0,0,1,0,0.8,0,1,0,0.8,0,0,0,0,0,0,0,,Small,,,0,0.45,1,1,0.1625,0.325
Fall,Fall,1,1,,Bullet,,Falling,,,,,,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Small,,,0,1,1,1,0.1625,0.325
Reaction_Breakout,Fall,1,1,,Bullet,,Falling,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,Small,,,1,,,1,0.1625,0.325
Permafrost_Toss,Unarmed,0,0,,Bullet,Heavy,Ice,,,,Deflect_Default,false,0.7,1,,3,3,4,20,34,,0,3.5,0,0.81,0,0,0,0.78,0,3.5,0,0.81,0,1.5,1.5,,,,,3,0.35,1,1,0.1625,0.325
Force_Of_Nature_Explosion,Unarmed,0,0,,Bullet,Light,Nature,,AI_Poison_55,,Deflect_Default,false,0.3,1,1,0,1,0,10,5,10,0,0,0,0.8,0,0.5,0,0.8,0,0,0,0.8,0,0,0,,Small,Small,Small,0,0.2,1,0,0.1625,0.325
Force_Of_Nature_Move,Unarmed,0,0,,Bullet,Light,Strike,,,,Deflect_Default,false,0.3,1,1,3,3,3,35,45,10,7.5,6,0,0.8,7.5,6,0,0.8,7.5,6,0,0.8,0,0,0,,Small,,,0,0.7,1,0,0.1625,0.325
Tectonic_Stomp,Unarmed,0,0,,Bullet,Heavy,Strike,,,,Deflect_Default,false,0.9,1,1,4,4,4,30,30,30,0,8,2,0.85,0,8,2,0.85,0,8,2,0.85,0,0,0,,Small,,,3,0.5,1,0,0.1625,0.325
Tectonic_Stomp_Fire,Unarmed,0,0,,Bullet,Light,Fire,,,,Deflect_Default,false,0.6,1,1,0,1,0,10,5,10,0,0,0,0.8,0,0.5,0,0.8,0,0,0,0.8,0,0,0,,Small,,,3,0.25,1,0,0.1625,0.325
Storm_Herald,Unarmed,0,0,,Bullet,Heavy,Lightning,,,,Deflect_Default,false,0.6,1,1,0,1,0,10,5,10,0,0,0,0.8,0,0.5,0,0.8,0,0,0,0.8,0,0,0,Small,,,,0,0.35,1,0,0.1625,0.325
Earthquake,Sword,0,0,,Bullet,Heavy,Nature,,,,Deflect_Default,false,0.35,1,1,3,1,0,10,5,10,0,3,0,0.8,0,0.5,0,0.8,0,0,0,0.8,0,0,0,Small,,,,0,0.3,1,0,0.1625,0.325
Attack_Tusk_Slash_Ice,Unarmed,0,0,,Bullet,Heavy,Ice,,WB_Mammoth_FL_Mahantaram_IceTusk,,Deflect_Default,false,0.6,1,1,3,1,0,15,5,10,0,0,0,0.8,0,0.5,0,0.8,0,0,0,0.8,0,0,0,Small,,,,0,0.5,1,0,0.1625,0.325
Attack_Tusk_Slash_Ice_AOE,Unarmed,0,0,,Bullet,Light,Ice,,WB_Mammoth_FL_Mahantaram_IceTusk,,Deflect_Default,false,0.3,1,1,1,0,0,10,5,10,0,0,0,0.8,0,0.5,0,0.8,0,0,0,0.8,0,0,0,Small,,,,0,0.5,1,0,0.1625,0.325
