DamageID,WeaponCategory,IgnoreInvulnerable,NoReaction,IsRanged,SurfaceImpactEffect,AttackType,DamageType,Affliction,AddAffliction,AfflictionPercent,Affixes,StatusEffect,EffectOnlyOnDamage,DeflectDamageID,CanCrit,DmgCoef,DmgCoefHead,DmgCoefCrit,PowerLevel,BlockPowerLevel,CritPowerLevel,HitStun,BlockHitStun,CritHitStun,ImpactDistanceX,ImpactDistanceY,ImpactDistanceZ,ImpactDecayRate,BlockImpactDistanceX,BlockImpactDistanceY,BlockImpactDistanceZ,BlockImpactDecayRate,CritImpactDistanceX,CritImpactDistanceY,CritImpactDistanceZ,CritImpactDecayRate,AddDmg,StaggerDmgModifier,CritStaggerDmgModifier,StaggerResistModifier,TargetCameraShakeID,BlockTargetCameraShakeID,CritTargetCameraShakeID,ImpactRating,BlockStaminaDmgMod,BlockAbsorptionModifier,StunBreakoutIncrement,HitRuneCharge,HitBlockedRuneCharge
Damned_2H_GreatAxe_Melee_Heavy,Axe,0,0,,Bullet,Heavy,Slash,,,,,,,Deflect_Default,false,1.2,1,1,3,3,3,20,30,20,0,1.55,0,0.8,0,0,0,0.8,0,1.55,0,0.8,0,1,,1,Small,Small,Small,3,1.8,1,1,0.1625,0.325
Damned_2H_GreatAxe_Melee_Heavy_Bleed,Axe,0,0,,Bullet,Heavy,Slash,,,,,AI_Bleed_9,true,Deflect_Default,false,1.1,1,1,3,3,3,20,30,20,0,1.55,0,0.8,0,0,0,0.8,0,1.55,0,0.8,0,1.2,,1,Small,Small,Small,3,1.8,1,1,0.1625,0.325
Damned_2H_GreatAxe_Melee_Strike,Axe,0,0,,Bullet,Light,Strike,,,,,,,Deflect_Default,false,1,1,1,3,3,3,20,30,20,0,1.55,0,0.8,0,0,0,0.8,0,1.55,0,0.8,0,1.2,,1,Small,Small,Small,3,1.8,1,1,0.1625,0.325
Damned_Shield_Bash_Dupe,Shield,0,0,,Bullet,Heavy,Strike,,,,,,,Deflect_Default,false,1.4,1,1,3,3,3,30,30,30,0,2.25,0,0.8,0,0,0,0.8,0,2.25,0,0.8,0,0.5,,1,Small,Small,Small,4,1,1,1,0.1625,0.325
DamnedVillager_1H_Melee_Primary,Sword,0,0,,Bullet,,Slash,,,,,,,Deflect_Default,false,0.5,1,1,0,1,0,20,15,20,0,0,0,0.8,0,0,0,0,0,0,0,0.8,0,0,,0,Small,Small,Small,0,0.33,1,0,0.1625,0.325
Damned_2H_Melee_Primary,Axe,0,0,,Bullet,,Slash,,,,,,,Deflect_Default,false,0.5,1,1,0,1,0,20,15,20,0,0,0,0.8,0,0,0,0,0,0,0,0.8,0,0,,0,Small,Small,Small,3,0.2,1,0,0.1625,0.325
Damned_2H_Melee_Spear,Spear,0,0,,Bullet,Light,Thrust,,,,,,,Deflect_Default,false,0.5,1,1,0,0,0,20,15,20,0,1.25,0,0.8,0,0,0,0.8,0,1.25,0,0.8,0,0,,0,Small,Small,Small,3,0.1,1,1,0.1625,0.325
Damned_2H_Melee_Spear_Heavy,Spear,0,0,,Bullet,Heavy,Slash,,,,,,,Deflect_Default,false,1.2,1,1,3,3,3,30,25,30,0,2,0,0.8,0,0,0,0.8,0,1.25,0,0.8,0,1,,1,Small,Small,Small,3,0.9,1,1,0.1625,0.325
Damned_2H_Melee_Spear_Heavy_Bleed,Spear,0,0,,Bullet,Heavy,Thrust,,,,,AI_Bleed_9,true,Deflect_Default,false,0.9,1,1,3,3,3,30,25,30,0,2,0,0.8,0,0,0,0.8,0,1.25,0,0.8,0,1,,1,Small,Small,Small,3,0.8,1,1,0.1625,0.325
DamnedVillager_2H_Melee_Primary,Axe,0,0,,Bullet,,Slash,,,,,,,Deflect_Default,false,0.5,1,1,0,1,0,20,15,20,0,0,0,0.8,0,0,0,0,0,0,0,0.8,0,0,,0,Small,Small,Small,3,0.33,1,0,0.1625,0.325
Damned_1H_Melee_Alternate,Sword,0,0,,Bullet,,Slash,,,,,,,Deflect_Default,false,0.5,1,1,0,1,0,20,15,20,0,0,0,0.8,0,0,0,0,0,0,0,0.8,0,0,,0,Small,Small,Small,3,0.33,1,0,0.1625,0.325
Damned_2H_Melee_Alternate,Sword,0,0,,Bullet,,Slash,,,,,,,Deflect_Default,false,0.5,1,1,0,1,0,20,15,20,0,0,0,0.8,0,0,0,0,0,0,0,0.8,0,0,,0,Small,Small,Small,3,0.33,1,0,0.1625,0.325
Damned_2H_Melee_Heavy,Sword,0,0,,Bullet,,Slash,,,,,,,Deflect_Default,false,1,1,1,3,3,3,20,30,20,0,0,0,0.8,0,0,0,0.8,0,0,0,0.8,0,0,,0,Small,Small,Small,3,0.99,1,1,0.1625,0.325
1H_Sword_Attack1,Sword,0,0,,Bullet,Light,Thrust,,,,,,,Deflect_Default,false,0.5,1,1,0,2,0,30,25,30,0,2,0,0.8,0,0,0,0,0,2,0,0.8,0,0,,0,Small,Small,Small,3,0.33,1,0,0.1625,0.325
1H_Sword_Attack1_Slash,Sword,0,0,,Bullet,Light,Slash,,,,,,,Deflect_Default,false,0.5,1,1,0,2,0,30,25,30,0,2,0,0.8,0,0,0,0,0,2,0,0.8,0,0,,0,Small,Small,Small,3,0.33,1,0,0.1625,0.325
1H_Staff_Attack1,Spear,0,0,,Bullet,Light,Strike,,,,,,,Deflect_Default,false,0.5,1,1,0,2,0,30,25,30,0,2,0,0.8,0,0,0,0,0,2,0,0.8,0,0,,0,Small,Small,Small,3,0.33,1,0,0.1625,0.325
1H_Knife_Slash_Attack1,Sword,0,0,,Bullet,Light,Slash,,,,,,,Deflect_Default,false,0.5,1,1,0,2,0,30,25,30,0,1.5,0,0.8,0,0,0,0,0,1.5,0,0.8,0,0,,0,Small,Small,Small,3,0.33,1,0,0.1625,0.325
1H_Knife_Stab_Attack1,Sword,0,0,,Bullet,Light,Thrust,,,,,,,Deflect_Default,false,0.6,1,1,0,2,0,30,25,30,0,1.5,0,0.8,0,0,0,0,0,1.5,0,0.8,0,0,,0,Small,Small,Small,3,0.33,1,0,0.1625,0.325
Damned_2H_Ranged_Musket,Musket,0,0,true,Bullet,Light,Thrust,,,,,,,Deflect_Default,false,0.4,1,1,0,3,0,15,25,15,0,0,0,0.8,0,0,0,0.8,0,0,0,0.8,0,0,,0,Small,Small,Small,0,0.33,1,0,0.1625,0.325
Damned_2H_Ranged_Musket_Powershot,Musket,0,0,true,Bullet,Light,Thrust,,,,AI_CorruptionDMG_50,AI_Bleed_9,,Deflect_Default,false,0.75,1,1,0,0,0,20,25,20,0,1,0,0.8,0,0,0,0.8,0,0,0,0.8,0,0,,0,Small,Small,Small,0,0.7,1,0,0.1625,0.325
Damned_2H_Ranged_Melee_Knockdown,Musket,0,0,,Bullet,Heavy,Strike,,,,,,,Deflect_Default,false,0.3,1,1,0,0,0,25,20,25,0,1.25,0,0.8,0,0,0,0,0,1.25,0,0.8,0,1.5,,1.75,Small,Small,Small,3,0.5,1,1,0.1625,0.325
Fast_Melee,Musket,0,0,,Bullet,Heavy,Strike,,,,,,,Deflect_Default,false,0.3,1,1,0,0,0,25,20,25,0,1.75,0,0.8,0,0,0,0,0,1.75,0,0.8,0,1.5,,1.75,Small,Small,Small,3,0.33,1,1,0.1625,0.325
Damned_2H_Ranged_Bow,Bow,0,0,true,Bullet,Light,Thrust,,,,,,,Deflect_Default,false,0.3,1,1,0,2,0,15,10,15,0,0,0,0.8,0,0,0,0.8,0,0,0,0.8,0,0,,0,Small,Small,Small,2,0.33,1,0,0.1625,0.325
Damned_2H_Ranged_Bow_SpreadShot,Bow,0,0,true,Bullet,Light,Thrust,,,,AI_CorruptionDMG_50,,,Deflect_Default,false,0.4,1,1,0,0,0,20,15,20,0,1,0,0.8,0,0,0,0.8,0,0,0,0.8,0,0,,0,Small,Small,Small,2,0.33,1,0,0.1625,0.325
Damned_1H_Pistol_PistolWhip,Shield,0,0,,Bullet,Heavy,Strike,,,,,,,Deflect_Default,false,0.75,1,1,1,1,1,10,5,10,0,1,0,0.8,0,0,0,0.8,0,1,0,0.8,0,0.5,,1,Small,Small,Small,4,0.8,1,1,0.1625,0.325
Damned_1H_Ranged_Pistol_Aimed_Shot,Musket,0,0,true,Bullet,Light,Thrust,,,,,,,Deflect_Default,false,0.325,1,1,0,1,0,5,5,5,0,0,0,0.8,0,0,0,0.8,0,0,0,0.8,0,0,,0,Small,Small,Small,3,0.15,1,0,0.1625,0.325
Damned_1H_Ranged_Pistol_Hip_Shot,Musket,0,0,true,Bullet,Light,Thrust,,,,,,,Deflect_Default,false,0.325,1,1,0,1,0,5,5,5,0,0,0,0.8,0,0,0,0.8,0,0,0,0.8,0,0,,0,Small,Small,Small,3,0.15,1,0,0.1625,0.325
Damned_1H_Ranged_Pistol_Hip_Shot_Special,Musket,0,0,true,Bullet,Light,Thrust,,,,,,,Deflect_Default,false,0.325,1,1,0,1,0,5,5,5,0,0,0,0.8,0,0,0,0.9,0,0,0,0.8,0,0,,0,Small,Small,Small,3,0.15,1,0,0.1625,0.325
Damned_Spell_Fireball,CorruptedMagic,0,0,true,Bullet,Magic,Fire,,,,,,,Deflect_Default,false,0.9,1,1,1,1,1,15,10,15,0,0,0,0.8,0,0,0,0,0,0,0,0.8,0,0,,0,Small,Small,Small,0,0.33,1,1,0.1625,0.325
Damned_Spell_GroundWave,CorruptedMagic,0,0,,Bullet,Heavy,Thrust,,,,,,,Deflect_Default,false,0.7,1,1,1,1,1,15,10,15,0,0,0,0.8,0,0,0,0,0,0,0,0.8,0,0,,0,Small,Small,Small,0,0.33,1,1,0.1625,0.325
Damned_Spell_AOE,CorruptedMagic,0,0,,Bullet,Heavy,Thrust,,,,,,,Deflect_Default,false,1.2,1,1,1,1,1,15,10,15,0,0,0,0.8,0,0,0,0,0,0,0,0.8,0,0,,0,Small,Small,Small,0,0.33,1,1,0.1625,0.325
Deflect_Default,Unarmed,1,0,,,,Deflect,,,,,,,,false,0,0,1,2,2,2,0,0,0,0,1,0,0.8,0,0,0,0,0,1,0,0.8,0,0,,0,Small,Small,Small,0,0.45,1,1,0.1625,0.325
Damned_Priest_Fireball_Spell,CorruptedMagic,0,0,true,Bullet,Magic,Corruption,,,,,,,,false,0.7,1,1,2,2,2,20,15,20,0,2,0,0.8,0,0,0,0.8,0,2,0,0.8,0,0,,0,Small,Small,Small,0,0.33,1,1,0.1625,0.325
Invasion_Priest_Fireball_Spell,CorruptedMagic,0,0,true,Bullet,Magic,Corruption,,,,,,,,false,0.7,1,1,2,2,2,20,15,20,0,2,0,0.8,0,0,0,0.8,0,2,0,0.8,0,0,,0,Small,Small,Small,0,1.4,1,1,0.1625,0.325
Damned_Priest_GroundWave_Spell,CorruptedMagic,0,0,,Bullet,Magic,Corruption,,,,,,,,false,0.29,1,1,2,2,2,30,25,30,0,2,0,0.8,0,0,0,0.8,0,2,0,0.8,0,0,,0,Small,Small,Small,0,0.33,1,1,0.1625,0.325
Damned_Priest_Ranged_AOE_Spell,CorruptedMagic,0,0,,Bullet,Magic,Corruption,,,,,,,,false,0.8,0.8,1,3,2,3,30,25,30,0,2,0,0.8,0,0,0,0.8,0,2,0,0.8,0,0,,0,Small,Small,Small,0,0.33,1,1,0.1625,0.325
Damned_Priest_BlastAway_Spell,CorruptedMagic,0,0,,Bullet,Magic,Corruption,,,,,,,,false,0.9,1,1,4,4,4,30,20,30,0,6,0.75,0.8,0,1.5,0,0.8,0,6,0.75,0.8,0,1.2,,1,Small,Small,Small,1,0.55,1,1,0.1625,0.325
Damned_Priest_Close_Staff_Attack,Club,0,0,,Bullet,Light,Strike,,,,,,,Deflect_Default,false,1.15,1,1,3,3,3,25,20,25,0,1.75,0,0.8,0,0,0,0,0,1.75,0,0.8,0,1.5,,1.75,Small,Small,Small,1,0.33,1,1,0.1625,0.325
Damned_Priest_Close_Overhead_Staff_Attack,Club,0,0,,Bullet,Heavy,Strike,,,,,,,Deflect_Default,false,0.7,1,1,3,3,3,25,20,25,0,1.75,0,0.8,0,0,0,0,0,1.75,0,0.8,0,1.5,,1.75,Small,Small,Small,1,0.33,1,1,0.1625,0.325
Dynasty_Spearman_Flying_Kick,Unarmed,0,0,,Bullet,Heavy,Strike,,,,,,,,false,0.7,1,1,2,2,2,26,20,26,0,1.3,0,0.8,0,1.1,0,0.8,0,1.3,0,0.8,0,1,,0,Small,Small,Small,2,1.2,1,1,0.1625,0.325
Dynasty_Spearman_Spinning_Rising_Combo,Spear,0,0,,Bullet,Heavy,Slash,,,,,,,Deflect_Default,false,0.35,1,1,1,1,1,13,11,13,0,1.1,0,0.8,0,0.9,0,0.8,0,1.1,0,0.8,0,0.8,,1,Small,Small,Small,1,0.35,1,0.5,0.1625,0.325
Dynasty_Spearman_Spinning_Rising_End,Spear,0,0,,Bullet,Heavy,Slash,,,,,,,Deflect_Default,false,0.5,1,1,2,2,2,23,20,23,0,1.4,0,0.8,0,1.2,0,0.8,0,1.4,0,0.8,0,1.2,,1,Small,Small,Small,2,0.6,1,1,0.1625,0.325
Dynasty_Musketeer_GunButt,Unarmed,0,0,,Bullet,Light,Strike,,,,,,,,false,0.88,1,1,2,3,2,30,20,30,0,1.4,0,0.8,0,1.4,0,0.8,0,1.4,0,0.8,0,0,,0,Small,Small,Small,3,0.43,1,1,0.1625,0.325
Dynasty_Musketeer_PowderBurn,Musket,0,0,true,Bullet,Heavy,Thrust,,,,,AI_Burn_9,,Deflect_Default,false,0,0,1,3,3,3,15,25,15,0,0,0,0.8,0,1,0,0.8,0,0,0,0.8,0,0,,0,Small,Small,Small,0,0.33,1,1,0.1625,0.325
Dynasty_Warrior_Heavy,Sword,0,0,,Bullet,Heavy,Thrust,,,,,,,Deflect_Default,false,1,1,1,2,3,2,30,30,30,0,3.25,0,0.8,0,2.25,0,0.8,0,3.25,0,0.8,0,1.2,,1,Small,Small,Small,3,0.85,1,1,0.1625,0.325
Cultist_CorruptingLight,CorruptedMagic,0,0,true,Bullet,Magic,Corruption,,,,,AI_Rend,true,Deflect_Default,false,0.55,1,1,3,3,3,30,30,30,0,3,0,0.8,0,0.9,0,0.8,0,3,0,0.8,0,1.2,,1,Small,Small,Small,3,0.55,1,1,0.1625,0.325
Cultist_FanaticalEmpowerment,CorruptedMagic,0,0,true,Bullet,Magic,Corruption,,Corruption,20,,,,Deflect_Default,false,0.15,1,1,2,2,2,20,15,20,0,2,0,0.8,0,2,0,0.8,0,2,0,0.8,0,1.2,,0.1,Small,Small,Small,3,0.15,1,1,0.1625,0.325
Fall,Fall,1,1,,Bullet,,Falling,,,,,,,,false,1,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Small,Small,Small,0,1,1,1,0.1625,0.325
Reaction_Breakout,Fall,1,1,,Bullet,,Falling,,,,,,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,Small,Small,Small,1,,,0,0.1625,0.325
