DamageID,WeaponCategory,IgnoreInvulnerable,NoReaction,IsRanged,SurfaceImpactEffect,AttackType,DamageType,Affliction,AddAffliction,AfflictionPercent,Affixes,StatusEffect,EffectOnlyOnDamage,DeflectDamageID,CanCrit,DmgCoef,DmgCoefHead,DmgCoefCrit,PowerLevel,BlockPowerLevel,CritPowerLevel,HitStun,BlockHitStun,CritHitStun,ImpactDistanceX,ImpactDistanceY,ImpactDistanceZ,ImpactDecayRate,BlockImpactDistanceX,BlockImpactDistanceY,BlockImpactDistanceZ,BlockImpactDecayRate,CritImpactDistanceX,CritImpactDistanceY,CritImpactDistanceZ,CritImpactDecayRate,AddDmg,StaggerDmgModifier,CritStaggerDmgModifier,StaggerResistModifier,TargetCameraShakeID,BlockTargetCameraShakeID,CritTargetCameraShakeID,ImpactRating,BlockStaminaDmgMod,BlockAbsorptionModifier,StunBreakoutIncrement
Damned_1H_Club_Heavy,Club,0,0,,Bullet,,Strike,,,,,,,Deflect_Default,false,0.9,1,,3,3,3,30,20,30,0,2,0,0.8,0,0,0,0.8,0,2,0,0.8,0,0.3,,1.5,Small,Small,Small,3,0.5,1,1
Damned_1H_Club_Combo_01,Sword,0,0,,Bullet,,Strike,,,,,,,Deflect_Default,false,0.5,1,,2,2,2,25,20,25,0,1,0,0.8,0,0,0,0.8,0,1,0,0.8,0,0.16,,0.5,Small,Small,Small,3,0.18,1,1
Damned_1H_Club_Combo_02,Sword,0,0,,Bullet,,Strike,,,,,,,Deflect_Default,false,0.6,1,,3,3,3,30,25,30,0,1,0,0.8,0,0,0,0.8,0,1,0,0.8,0,0.16,,0.5,Small,Small,Small,3,0.2,1,1
Damned_2H_GreatAxe_Melee_Light,Axe,0,0,,Bullet,,Slash,,,,,,,Deflect_Default,false,0.55,1,,0,1,0,15,10,15,0,1,0,0.8,0,0,0,0.8,0,1,0,0.8,0,0.3,,0.5,Small,Small,Small,3,0.3,1,0
Damned_2H_GreatAxe_Melee_Medium,Axe,0,0,,Bullet,,Slash,,,,,,,Deflect_Default,false,1,1,,2,2,2,20,15,20,0,1.25,0,0.8,0,0,0,0.8,0,1.25,0,0.8,0,0.4,,0.7,Small,Small,Small,3,0.4,1,1
Damned_2H_GreatAxe_Melee_Heavy,Axe,0,0,,Bullet,,Slash,,,,,,,Deflect_Default,false,1.1,1,,3,3,3,30,20,30,0,1.75,0,0.8,0,0,0,0.8,0,1.75,0,0.8,0,0.6,,1.5,Small,Small,Small,3,0.6,1,1
Damned_2H_GreatAxe_Combo_01,Sword,0,0,,Bullet,,Slash,,,,,,,Deflect_Default,false,0.5,1,,2,2,2,25,20,25,0,1,0,0.8,0,0,0,0.8,0,1,0,0.8,0,0.32,,0.5,Small,Small,Small,3,0.32,1,1
Damned_2H_GreatAxe_Combo_02,Sword,0,0,,Bullet,,Slash,,,,,,,Deflect_Default,false,0.6,1,,3,3,3,30,25,30,0,1,0,0.8,0,0,0,0.8,0,1,0,0.8,0,0.32,,0.5,Small,Small,Small,3,0.32,1,1
Damned_Unarmed_Kick,Unarmed,0,0,,Bullet,,Strike,,,,,,,,false,0.88,1,,2,2,2,30,15,30,0,1,0,0.8,0,0,0,0,0,1,0,0.8,0,0,,0,Small,Small,Small,3,0.33,1,1
1H_Sword_Attack1,Sword,0,0,,Bullet,,Thrust,,,,,,,Deflect_Default,false,0.15,1,,0,1,0,30,10,30,0,2,0,0.8,0,0,0,0,0,2,0,0.8,0,0,,0,Small,Small,Small,3,0.12,1,0
1H_Sword_Attack1_Slash,Sword,0,0,,Bullet,,Slash,,,,,,,Deflect_Default,false,0.15,1,,0,1,0,30,10,30,0,2,0,0.8,0,0,0,0,0,2,0,0.8,0,0,,0,Small,Small,Small,3,0.12,1,0
Reaction_Breakout_Sword,Sword,1,0,,Bullet,,Slash,,,,,,,Deflect_Default,false,0.6,1,,3,3,3,30,20,30,0,2.5,0,0.8,0,0,0,0.8,0,2.5,0,0.8,0,0,,10,Small,Small,Small,3,0.33,1,1
Reaction_Breakout_Club,Club,1,0,,Bullet,,Strike,,,,,,,Deflect_Default,false,0.6,1,,3,3,3,30,20,30,0,2.5,0,0.8,0,0,0,0.8,0,2.5,0,0.8,0,0,,10,Small,Small,Small,3,0.33,1,1
Reaction_Breakout_Shield,Sword,1,0,,Bullet,,Strike,,,,,,,Deflect_Default,false,0.6,1,,3,3,3,30,20,30,0,2.5,0,0.8,0,0,0,0.8,0,2.5,0,0.8,0,0,,10,Small,Small,Small,3,0.33,1,1
Reaction_Breakout_Axe,Axe,1,0,,Bullet,,Thrust,,,,,,,Deflect_Default,false,0.6,1,,3,3,3,30,20,30,0,2.5,0,0.8,0,0,0,0.8,0,2.5,0,0.8,0,0,,10,Small,Small,Small,3,0.33,1,1
Fall,Fall,1,1,,Bullet,,Falling,,,,,,,,,1,0,,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Small,Small,Small,3,1,1,1
