DamageID,WeaponCategory,IgnoreInvulnerable,NoReaction,IsRanged,SurfaceImpactEffect,AttackType,DamageType,Affixes,StatusEffect,EffectOnlyOnDamage,DeflectDamageID,CanCrit,DmgCoef,DmgCoefHead,DmgCoefCrit,PowerLevel,BlockPowerLevel,CritPowerLevel,HitStun,BlockHitStun,CritHitStun,ImpactDistanceX,ImpactDistanceY,ImpactDistanceZ,ImpactDecayRate,CritImpactDistanceX,CritImpactDistanceY,CritImpactDistanceZ,CritImpactDecayRate,BlockImpactDistanceX,BlockImpactDistanceY,BlockImpactDistanceZ,BlockImpactDecayRate,AddDmg,StaggerDmgModifier,StaggerResistModifier,TargetCameraShakeID,ImpactRating,BlockStaminaDmgMod,BlockAbsorptionModifier,StunBreakoutIncrement,HitRuneCharge,HitBlockedRuneCharge
Swamp_Archer_Piercing_Shot,Bow,0,0,true,Bullet,Heavy,Nature,,,,Deflect_Default,false,1,1,1,3,3,3,30,35,30,0,4,0,0.8,0,4,0,0.8,0,0,0,0,0,0,0,Small,4,1.5,1,1,0.1625,0.325
Swamp_Archer_Trap_Projectile,Bow,0,0,true,Bullet,Light,Thrust,,,,Deflect_Default,false,0.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Small,0,0,0,0,0.1625,0.325
Swamp_Archer_Trap,Bow,0,0,true,Bullet,Heavy,Thrust,,,,Deflect_Default,false,0.8,1,1,4,4,4,30,25,30,0,4,0,0.8,0,4,0,0.8,0,0,0,0,0,0,0,Small,0,0.4,1,1,0.1625,0.325
Archer_Volley,Bow,0,0,,Bullet,Heavy,Thrust,,,,Deflect_Default,false,0.8,1,1,0,0,0,10,15,10,0,0,0,0.8,0,0,0,0.8,0,0,0,0.8,0,0,0,Small,3,0.8,1,1,0.1625,0.325
Swamp_Archer_Charged_Melee,Bow,0,0,,Bullet,Heavy,Strike,,,,Deflect_Default,false,1,1,1,3,3,3,30,35,30,0,4,0,0.8,0,4,0,0.8,0,0,0,0.8,0,0,0,Small,4,0.8,1,1,0.1625,0.325
Swamp_Archer_Fast_Melee,Bow,0,0,,Bullet,Light,Strike,,,,Deflect_Default,false,0.8,1,1,0,1,0,10,10,10,0,0,0,0.8,0,0,0,0.8,0,0,0,0.8,0,0,0,Small,3,0.33,1,0,0.1625,0.325
Swamp_Dryad_Death_Projectile,,1,1,true,Bullet,Heavy,Thrust,,AI_Swamp_Dryad_Death_Buff,,Deflect_Default,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Small,0,0,0,0,0.1625,0.325
Deflect_Default,Unarmed,1,0,,,,Deflect,,,,,,0,0,0,2,2,2,0,0,0,0,1,0,0.8,0,1,0,0.8,0,0,0,0,0,0,0,Small,0,0.45,1,1,0.1625,0.325
Fall,Fall,1,1,,Bullet,,Falling,,,,,,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Small,0,1,1,1,0.1625,0.325
Reaction_Breakout,Fall,1,1,,Bullet,,Falling,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,Small,1,,,1,0.1625,0.325
