DamageID,WeaponCategory,IgnoreInvulnerable,NoReaction,IsRanged,SurfaceImpactEffect,AttackType,DamageType,Affixes,StatusEffect,EffectOnlyOnDamage,DeflectDamageID,CanCrit,DmgCoef,DmgCoefHead,DmgCoefCrit,PowerLevel,BlockPowerLevel,CritPowerLevel,HitStun,BlockHitStun,CritHitStun,ImpactDistanceX,ImpactDistanceY,ImpactDistanceZ,ImpactDecayRate,CritImpactDistanceX,CritImpactDistanceY,CritImpactDistanceZ,CritImpactDecayRate,BlockImpactDistanceX,BlockImpactDistanceY,BlockImpactDistanceZ,BlockImpactDecayRate,AddDmg,StaggerDmgModifier,StaggerResistModifier,TargetCameraShakeID,ImpactRating,BlockStaminaDmgMod,BlockAbsorptionModifier,StunBreakoutIncrement,HitRuneCharge,HitBlockedRuneCharge
Attack_Tusk_Slash_Ice,Sword,0,0,,Bullet,Heavy,Ice,,Mammoth_Ice_IceTusk,,Deflect_Default,false,0.35,1,1,1,1,0,10,5,10,0,0,0,0.8,0,0.5,0,0.8,0,0,0,0.8,0,0,0,Small,0,0.5,1,0,0.1625,0.325
Spell_Ice_Storm,Sword,0,0,,Bullet,Heavy,Ice,,,,Deflect_Default,false,0.35,1,1,2,1,0,10,5,10,0,0,0,0.8,0,0.5,0,0.8,0,0,0,0.8,0,0,0,Small,0,0.2,1,0,0.1625,0.325
Fireball_Explosion,Sword,0,0,,Bullet,Heavy,Fire,,,,Deflect_Default,false,0.35,1,1,0,1,0,10,5,10,0,0,0,0.8,0,0.5,0,0.8,0,0,0,0.8,0,0,0,Small,0,0.4,1,0,0.1625,0.325
Boulder_Toss_Lob,Sword,0,0,,Bullet,Heavy,Nature,,,,Deflect_Default,false,0.35,1,1,4,1,0,10,5,10,0,5,0,0.8,0,0.5,0,0.8,0,0,0,0.8,0,0,0,Small,0,0.3,1,0,0.1625,0.325
Boulder_Toss_Explosion,Sword,0,0,,Bullet,Heavy,Nature,,,,Deflect_Default,false,0.35,1,1,3,1,0,10,5,10,0,3,0,0.8,0,0.5,0,0.8,0,0,0,0.8,0,0,0,Small,0,0.4,1,0,0.1625,0.325
Attack_Nature_Stomp,Sword,0,0,,Bullet,Heavy,Standard,,,,Deflect_Default,false,0.35,1,1,3,1,0,10,5,10,0,2,0,0.8,0,0.5,0,0.8,0,0,0,0.8,0,0,0,Small,0,0.4,1,0,0.1625,0.325
Spell_Mammoth_Earthquake,Sword,0,0,,Bullet,Heavy,Nature,,,,Deflect_Default,false,0.35,1,1,3,1,0,10,5,10,0,3,0,0.8,0,0.5,0,0.8,0,0,0,0.8,0,0,0,Small,0,0.4,1,0,0.1625,0.325
Deflect_Default,Unarmed,1,0,,,,Standard,,,,,,0,0,0,2,2,2,0,0,0,0,1,0,0.8,0,1,0,0.8,0,0,0,0,0,0,0,Small,0,0.45,1,1,0.1625,0.325
Fall,Fall,1,1,,Bullet,,Falling,,,,,,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Small,0,1,1,1,0.1625,0.325
Reaction_Breakout,Fall,1,1,,Bullet,,Falling,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,Small,1,,,1,0.1625,0.325
