AbilityID,DisplayName,Description,UICategory,Icon,StatusEffectIcon,Sound,TelegraphStatusEffect,TelegraphCountOffset,OnEquipStatusEffect,WeaponTag,EquipWhenUnsheathed,RequiredAbilityId,RequiredEquippedAbilityId,TreeId,TreeRowPosition,TreeColumnPosition,IsActiveAbility,IsGlobalAbility,ScalingStrength,ScalingDexterity,ScalingIntelligence,ScalingSpirit,ScalingConstitution,OnKill,OnExecuted,OnHit,OnBlockedHit,OnHitBehind,OnCrit,OnHeadShot,OnLegShot,OnHitTaken,OnBlockedHitTaken,OnBlockBreak,OnTargetBlockBreak,OnDeath,OnDeathsDoor,RequireReaction,NumSuccessfulHits,NumConsecutiveHits,MaxConsecutiveHits,TrackHitCount,MaxTrackedHitCounts,ResetConsecutiveOnSuccess,NumberOfTrackedHits,NumberOfHitsComparisonType,DamageIsRanged,DamageIsMelee,ForceShowNameTag,TargetHasGritActive,DamageTableRow,RemoteDamageTableRow,RangedAttackName,AttackType,IgnoreDisabledAttackTypes,DamageTypes,StatusEffect,StatusEffectCategories,TargetStatusEffect,TargetStatusEffectCategory,TargetStatusEffectStackSize,TargetStatusEffectComparison,TargetCollisionFilters,TargetMarker,MyHealthPercent,MyComparisonType,MyStaminaPercent,MyStaminaComparisonType,TargetHealthPercent,TargetComparisonType,DistFromDefender,DistComparisonType,NumAroundMe,NumAroundComparisonType,AbilityList,AbilityTrigger,InAction,InActionTime,AfterAction,BaseDamage,BaseDamageReduction,BlockDamage,BlockDamageReduction,CritDamage,CritChance,HeadshotDamage,stagger damage,StaggerDamageReduction,HitRateDmg,HitRateDmgReduction,HealthDamageMitigation,ThreatDamage,ArmorPenetration,PhysicalArmor,ElementalArmor,Knockback,WeaponAccuracy,Health,DmgPctToHealth,MaxHealth,Mana,MaxMana,DamageTableRowOverride,RangedAttackNameOverride,EnableCrit,PerStatusEffectOnTarget,ForceTakeStaminaDamage,CastSpell,DisableCastSpellDurability,SelfApplyStatusEffect,OtherApplyStatusEffect,SetPotencyAsCount,MultiplyRemovedByPotency,NumStatusEffectsToRemove,RemoveStatusEffects,StatusEffectsList,StatusEffectCategoriesList,RemoveTargetStatusEffectsList,ConsumeTargetStatusEffectMult,StatusEffectDurationReduction,TargetStatusEffectDurationList,TargetStatusEffectDurationMod,ActivationCooldown,Duration,CooldownId,CDRImmediatelyOptions,ResetCooldownTimers,CooldownTimer,NumFreeCooldownsPerUse,MaxHitCountMultiplier,SetMannequinTag,SetMannequinTagStatus
Passive_Sword_Swordmaster_SlowOnFinal,@Passive_Sword_Swordmaster_SlowOnFinal,@Passive_Sword_Swordmaster_SlowOnFinal_description,Passive,lyshineui/images/icons/abilities/sword_Passive02.png,,,,,,Sword,,,,0,0,4,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,,,,,,,,1H_Sword_Attack1_Ender,,,,,,,,,IgnoreDebuffs,,NotEqual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status_Passive_Sword_Swordmaster_RendOnFinal,,,,,,,,,,,,,,,,,,,,,
Passive_Sword_Swordmaster_Crit,@Passive_Sword_Swordmaster_Crit,@Passive_Sword_Swordmaster_Crit_description,Passive,lyshineui/images/icons/abilities/sword_Passive03.png,,,,,,Sword,,,,0,1,1,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passive_Sword_Swordmaster_RemoveOnHeavy,@Passive_Sword_Swordmaster_RemoveOnHeavy,@Passive_Sword_Swordmaster_RemoveOnHeavy_description,Passive,lyshineui/images/icons/abilities/sword_Passive04.png,,,,,,Sword,,,,0,1,3,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,,,,,,,,,,,Heavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,AbilitySpecific,,Debuff,,,,,,,,,,,,,,,
Passive_Sword_Swordmaster_HasteWhileBlock,@Passive_Sword_Swordmaster_HasteWhileBlock,@Passive_Sword_Swordmaster_HasteWhileBlock_description,Passive,lyshineui/images/icons/abilities/sword_Passive05.png,,,,,,Sword,,,,0,2,1,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passive_Sword_Swordmaster_DmgWhileBlock,@Passive_Sword_Swordmaster_DmgWhileBlock,@Passive_Sword_Swordmaster_DmgWhileBlock_description,Passive,lyshineui/images/icons/abilities/sword_Passive06.png,,,,,,Sword,,,,0,2,3,false,false,,,,,,false,false,false,false,false,false,false,false,false,true,false,false,false,false,,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sword_CounterAttack,,,,,,,,,,,,,,,,,,,,,,
Passive_Sword_Swordmaster_DmgVsStunned,@Passive_Sword_Swordmaster_DmgVsStunned,@Passive_Sword_Swordmaster_DmgVsStunned_description,Passive,lyshineui/images/icons/abilities/sword_Passive07.png,,,,,,Sword,,,,0,3,1,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,,,,,,,,,,,Ability,,,,,,Slow,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passive_Sword_Swordmaster_HasteOnCrit,@Passive_Sword_Swordmaster_HasteOnCrit,@Passive_Sword_Swordmaster_HasteOnCrit_description,Passive,lyshineui/images/icons/abilities/sword_Passive08.png,,,,,,Sword,,,,0,4,3,false,false,,,,,,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status_Passive_Sword_Swordmaster_HasteOnCrit,,,,,,,,,,,,,0.5,,,,,,,,,
Passive_Sword_Swordmaster_DmgWhileFull,@Passive_Sword_Swordmaster_DmgWhileFull,@Passive_Sword_Swordmaster_DmgWhileFull_description,Passive,lyshineui/images/icons/abilities/sword_Passive09.png,,,,,,Sword,,,,0,4,1,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,100,Equal,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ultimate_Sword_Swordmaster,@Ultimate_Sword_Swordmaster,@Ultimate_Sword_Swordmaster_description,Passive,lyshineui/images/icons/abilities/sword_Ult01.png,,Play_UI_WeaponSkills_Sword_Ultimate_1,,,,Sword,,,,0,5,2,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leadership_Buff,true,,,,,,,,,,,,,,,,,,,,,,,
Ability_Sword_Bash,@Ability_Sword_Bash,@Ability_Sword_Bash_description,Debuff,lyshineui/images/icons/abilities/sword_Ability04.png,,Play_UI_WeaponSkills_Sword_Ability_4,,,,Sword,,,,1,1,0,true,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ability_Sword_Bash,,,,,,,
Upgrade_Sword_Bash_Dmg,@Upgrade_Sword_Bash_Dmg,@Upgrade_Sword_Bash_Dmg_description,Debuff,lyshineui/images/icons/abilities/sword_Ability04_Mod01.png,,,,,,Sword,,Ability_Sword_Bash,,1,2,0,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,,,,,,,,OH_Shield_Attack_Bash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH_Shield_Attack_Bash_Upgrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upgrade_Sword_Bash_StunDur,@Upgrade_Sword_Bash_StunDur,@Upgrade_Sword_Bash_StunDur_description,Debuff,lyshineui/images/icons/abilities/sword_Ability04_Mod02.png,,,,,,Sword,,Ability_Sword_Bash,,1,4,0,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,,,,,,,,"OH_Shield_Attack_Bash,OH_Shield_Attack_Bash_Upgrade",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sword_ShieldBash_Stun2,1,,,,,,,,,,
Ability_Sword_Rush,@Ability_Sword_Rush,@Ability_Sword_Rush_description,Buff,lyshineui/images/icons/abilities/sword_Ability05.png,,Play_UI_WeaponSkills_Sword_Ability_5,,,,Sword,,,,1,0,2,true,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ability_Sword_Rush,,,,,,,
Upgrade_Sword_Rush_Weak,@Upgrade_Sword_Rush_Weak,@Upgrade_Sword_Rush_Weak_description,Buff,lyshineui/images/icons/abilities/sword_Ability05_Mod01.png,,,,,,Sword,,Ability_Sword_Rush,,1,2,2,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,,,,,,,,"OH_Shield_Attack_Rush,OH_Shield_Attack_RushThreat",,,,,,,,,IgnoreDebuffs,,NotEqual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status_Upgrade_Sword_Rush_Weak,,,,,,,,,,,,,,,,,,,,,
Upgrade_Sword_Rush_Slow,@Upgrade_Sword_Rush_Slow,@Upgrade_Sword_Rush_Slow_description,Buff,lyshineui/images/icons/abilities/sword_Ability05_Mod02.png,,,,,,Sword,,Ability_Sword_Rush,,1,4,2,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,,,,,,,,OH_Shield_Attack_RushThreat,,,,,,,,,IgnoreDebuffs,,NotEqual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status_Upgrade_Sword_Rush_Slow,,,,,,,,,,,,,,,,,,,,,
Ability_Sword_FinalStand,@Ability_Sword_FinalStand,@Ability_Sword_FinalStand_description,Buff,lyshineui/images/icons/abilities/sword_Ability06.png,,Play_UI_WeaponSkills_Sword_Ability_6,,,,Sword,,,,1,2,4,true,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,0,0,0,false,0,,,,,,,,,,,,Heartgem,,,LastStand,,,,,,,,,,,,,,,,,,,,,,,0.3,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ability_Sword_FinalStand,,,,,,,
Ability_Sword_FinalStand_Taunt,,,,,,,,,,Sword,1,,Ability_Sword_FinalStand,,,,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,0,0,0,false,0,,,,,,,,Common_Taunt_DamageTableRow,,,,,,,LastStand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH_Shield_FinalStand,,,,,,,,,,,,,,,,,,,,,,Ability_Sword_FinalStand,,,,,,,
Upgrade_Sword_FinalStand_ArmorAboveHalf,@Upgrade_Sword_FinalStand_ArmorAboveHalf,@Upgrade_Sword_FinalStand_ArmorAboveHalf_description,Buff,lyshineui/images/icons/abilities/sword_Ability06_Mod01.png,,,,,,Sword,,Ability_Sword_FinalStand,,1,3,4,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,0,0,0,false,0,,,,,,,,,,,,Heartgem,,,LastStand,,,,,,,50,GreaterThan,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upgrade_Sword_FinalStand_Heal,@Upgrade_Sword_FinalStand_Heal,@Upgrade_Sword_FinalStand_Heal_description,Buff,lyshineui/images/icons/abilities/sword_Ability06_Mod02.png,,,,,,Sword,,Ability_Sword_FinalStand,,1,4,4,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passive_Sword_Defender_Armor,@Passive_Sword_Defender_Armor,@Passive_Sword_Defender_Armor_description,Passive,lyshineui/images/icons/abilities/sword_Passive10.png,,,,,,Sword,,,,1,0,1,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passive_Sword_Defender_MeleeBlock,@Passive_Sword_Defender_MeleeBlock,@Passive_Sword_Defender_MeleeBlock_description,Passive,lyshineui/images/icons/abilities/sword_Passive11.png,,,,,,Sword,,,,1,0,3,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,0,0,0,false,0,,,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passive_Sword_Defender_EleArmor,@Passive_Sword_Defender_EleArmor,@Passive_Sword_Defender_EleArmor_description,Passive,lyshineui/images/icons/abilities/sword_Passive12.png,,,,,,Sword,,,,1,1,1,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,0,0,0,false,0,,,,,,,,,,,,Heartgem,"Magic,Fire,Lightning,Corruption,Void,Life,Ice,Arcane,Nature",,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passive_Sword_Defender_FortWhileBlock,@Passive_Sword_Defender_FortWhileBlock,@Passive_Sword_Defender_FortWhileBlock_description,Passive,lyshineui/images/icons/abilities/sword_Passive13.png,,,,,,Sword,,,,1,1,3,false,false,,,,,,false,false,false,false,false,false,false,false,false,true,false,false,false,false,,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status_Passive_Sword_Defender_FortWhileBlock,,,,,,,,,,,,,,,,,,,,,,
Passive_Sword_Defender_RngBlock,@Passive_Sword_Defender_RngBlock,@Passive_Sword_Defender_RngBlock_description,Passive,lyshineui/images/icons/abilities/sword_Passive14.png,,,,,,Sword,,,,1,1,4,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,0,0,0,false,0,,,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passive_Sword_Defender_CDRWhileBlock,@Passive_Sword_Defender_CDRWhileBlock,@Passive_Sword_Defender_CDRWhileBlock_description,Passive,lyshineui/images/icons/abilities/sword_Passive15.png,,,,,,Sword,,,,1,2,1,false,false,,,,,,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ActiveWeapon,,-0.01,,,,
Passive_Sword_Defender_DmgOnFinal,@Passive_Sword_Defender_DmgOnFinal,@Passive_Sword_Defender_DmgOnFinal_description,Passive,lyshineui/images/icons/abilities/sword_Passive16.png,,,,,,Sword,,,,1,3,1,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,,,,,,,,1H_Sword_Attack1_Ender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passive_Sword_Defender_StaminaGain,@Passive_Sword_Defender_StaminaGain,@Passive_Sword_Defender_StaminaGain_description,Passive,lyshineui/images/icons/abilities/sword_Passive17.png,,,,,,Sword,,,,1,3,3,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,0,0,0,false,0,,,,,,,,"OH_Shield_Attack_Bash,OH_Shield_Attack_Bash_Upgrade,OH_Shield_Attack_Rush",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status_Passive_Sword_Defender_StaminaGain,,,,,,,,,,,,,,,,,,,,,,
Passive_Sword_Defender_HealBoost,@Passive_Sword_Defender_HealBoost,@Passive_Sword_Defender_HealBoost_description,Passive,lyshineui/images/icons/abilities/sword_Passive18.png,,,,,,Sword,,,,1,4,3,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ultimate_Sword_Defender,@Ultimate_Sword_Defender,@Ultimate_Sword_Defender_description,Passive,lyshineui/images/icons/abilities/sword_Ult02.png,,Play_UI_WeaponSkills_Sword_Ultimate_2,,,,Sword,,,,1,5,2,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
