AbilityID,DisplayName,Description,UICategory,Icon,StatusEffectIcon,Sound,TelegraphStatusEffect,TelegraphCountOffset,OnEquipStatusEffect,WeaponTag,EquipWhenUnsheathed,RequiredAbilityId,TreeId,RequiredEquippedAbilityId,TreeRowPosition,TreeColumnPosition,IsActiveAbility,IsGlobalAbility,ScalingStrength,ScalingDexterity,ScalingIntelligence,ScalingSpirit,ScalingConstitution,OnKill,OnExecuted,OnHit,OnBlockedHit,OnCrit,OnHeadShot,OnLegShot,OnHitTaken,OnBlockBreak,OnTargetBlockBreak,OnDeath,OnDeathsDoor,OnWeaponSwap,RequireReaction,NumSuccessfulHits,NumConsecutiveHits,MaxConsecutiveHits,TrackHitCount,MaxTrackedHitCounts,ResetConsecutiveOnSuccess,IgnoreResetConsecutiveOnDeath,DamageIsRanged,DamageIsMelee,ForceShowNameTag,TargetHasGritActive,DamageTableRow,RemoteDamageTableRow,RangedAttackName,AttackType,DamageTypes,StatusEffect,StatusEffectCategories,DontHaveStatusEffect,TargetStatusEffect,TargetStatusEffectCategory,TargetStatusEffectStackSize,TargetStatusEffectComparison,TargetCollisionFilters,TargetMarker,MyHealthPercent,MyComparisonType,MyStaminaPercent,MyStaminaComparisonType,TargetHealthPercent,TargetComparisonType,DistFromDefender,DistComparisonType,NumAroundMe,NumAroundComparisonType,AbilityList,AbilityTrigger,InAction,InActionTime,AfterAction,InSequence,InSequenceTime,AfterSequence,BaseDamage,BaseDamageReduction,BlockDamage,BlockDamageReduction,CritDamage,CritChance,HeadshotDamage,StaggerDamage,StaggerDamageReduction,HitRateDmg,HitRateDmgReduction,HealthDamageMitigation,ThreatDamage,ArmorPenetration,PhysicalArmor,ElementalArmor,Knockback,WeaponAccuracy,Health,DmgPctToHealth,MaxHealth,Mana,MaxMana,DamageTableRowOverride,StatusEffectDamageTableRowOverride,ForceStatusEffectDamageTableRow,RangedAttackNameOverride,EnableCrit,PerStatusEffectOnTarget,ForceTakeStaminaDamage,CastSpell,SelfApplyStatusEffect,OtherApplyStatusEffect,ModifySelfApplyStatusEffectDuration,SetPotencyAsCount,MultiplyRemovedByPotency,RemoveStatusEffects,StatusEffectsList,StatusEffectCategoriesList,RemoveTargetStatusEffectsList,ConsumeTargetStatusEffectMult,StatusEffectDurationReduction,TargetStatusEffectDurationList,TargetStatusEffectDurationCats,TargetStatusEffectDurationMod,TargetStatusEffectDurationMult,Duration,CooldownId,CDRImmediatelyOptions,ResetCooldownTimers,CooldownTimer,NumFreeCooldownsPerUse,MaxHitCountMultiplier,SetMannequinTag,SetMannequinTagStatus,RefundAmmoPercentChance,ActivationCooldown
Passive_Bow_Skirmish_HasteWhenFoesNear,@Passive_Bow_Skirmish_HasteWhenFoesNear,@Passive_Bow_Skirmish_HasteWhenFoesNear_description,Passive,lyshineui/images/icons/abilities/bowPassive1.png,,,,,,Bow,,,0,,0,4,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,,,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,GreaterThan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status_Passive_Bow_Skirmish_HasteWhenFoesNear,,,,,,,,,,,,,,,,,,,,,,,,,
Passive_Bow_Skirmish_CDRVsLow,@Passive_Bow_Skirmish_CDRVsLow,@Passive_Bow_Skirmish_CDRVsLow_description,Passive,lyshineui/images/icons/abilities/bowPassive3.png,,,,,,Bow,,,0,,1,3,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,,true,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,ActiveWeapon,,-0.05,,,,,,
Passive_Bow_Skirmish_SlowFull,@Passive_Bow_Skirmish_SlowFull,@Passive_Bow_Skirmish_SlowFull_description,Passive,lyshineui/images/icons/abilities/bowPassive6.png,,,,,,Bow,,,0,,1,1,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,,true,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,100,Equal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status_Passive_Bow_Skirmish_SlowFull,,,,,,,,,,,,,,,,,,,,,,,,
Passive_Bow_Skirmish_StaminaVsDebuff,@Passive_Bow_Skirmish_StaminaVsDebuff,@Passive_Bow_Skirmish_StaminaVsDebuff_description,Passive,lyshineui/images/icons/abilities/BowPassive8.png,,,,,,Bow,,,0,,2,3,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,,true,0,0,0,false,0,,,,,,,,,,,,,,,,Debuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status_Passive_Bow_Skirmish_StaminaVsDebuff,,,,,,,,,,,,,,,,,,,,,,,,,
Passive_Bow_Skirmish_DodgeHaste,@Passive_Bow_Skirmish_DodgeHaste,@Passive_Bow_Skirmish_DodgeHaste_description,Passive,lyshineui/images/icons/abilities/bowPassive12.png,,,,,,Bow,,,0,,2,1,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,,,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passive_Bow_Skirmish_HasteOnSwap,@Passive_Bow_Skirmish_HasteOnSwap,@Passive_Bow_Skirmish_HasteOnSwap_description,Passive,lyshineui/images/icons/abilities/bowPassive11.png,,,,,,Bow,,,0,,3,3,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,true,,0,0,0,false,0,,,,,,,,,,,,,,Status_Passive_Bow_Skirmish_HasteOnSwap_Timer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status_Passive_Bow_Skirmish_HasteOnSwap,,,,,,,,,,,,,,,,,,,,,,,,,
Passive_Bow_Skirmish_DmgVsDebuff,@Passive_Bow_Skirmish_DmgVsDebuff,@Passive_Bow_Skirmish_DmgVsDebuff_description,Passive,lyshineui/images/icons/abilities/bowPassive9.png,,,,,,Bow,,,0,,4,1,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,,,0,0,0,false,0,,,,,,,,,,,,,,,,Debuff,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passive_Bow_Skirmish_DebuffDur,@Passive_Bow_Skirmish_DebuffDur,@Passive_Bow_Skirmish_DebuffDur_description,Passive,lyshineui/images/icons/abilities/bowPassive10.png,,,,,,Bow,,,0,,4,3,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,,true,0,0,0,false,0,,,,,,,,,,,,,,,,Debuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Debilitate,DoT",,0.2,,,,,,,,,,,
Ultimate_Bow_Skirmish,@Ultimate_Bow_Skirmish_DodgeDmg,@Ultimate_Bow_Skirmish_DodgeDmg_description,Passive,lyshineui/images/icons/abilities/bowPassive5.png,,Play_UI_WeaponSkills_Bow_Ultimate_1,,,,Bow,,,0,,5,2,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,,,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dodge,,,"Dodge_Roll,Dodge_Roll_Fast,Dodge_Roll_Slow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status_Ultimate_Bow_Skirmish_DodgeDmg,,,,,,,,,,,,,,,2,,,,,,,,,,
Ability_Bow_RapidShot,@Ability_Bow_RapidShot,@Ability_Bow_RapidShot_description,Ranged Damage,lyshineui/images/icons/abilities/bowAbility1.png,,Play_UI_WeaponSkills_Bow_Ability_4,,,,Bow,,,1,,2,0,true,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,,,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ability_Bow_RapidShot,,,,,,,,,
Upgrade_Bow_RapidAccuracy_CDROnLast,@Upgrade_Bow_RapidAccuracy_CDROnLast,@Upgrade_Bow_RapidAccuracy_CDROnLast_description,Ranged Damage,lyshineui/images/icons/abilities/bowAbility1_Mod1.png,,,,,,Bow,,Ability_Bow_RapidShot,1,,3,0,false,false,,,,,,false,false,true,true,false,false,false,false,false,false,false,false,,true,0,3,3,false,0,true,true,,,,,"Bow_RapidAttack_Standard,Bow_RapidAttack_KnockBack",,,,,,,,,,,,,,,,,,,,,,,,,,Bow_RapidShot,0.1,,Ability_Bow_RapidShot,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ability_Bow_RapidShot,AbilitySpecific,,-0.5,,,,,,
Upgrade_Bow_RapidAccuracy_DmgOnLast,@Upgrade_Bow_RapidAccuracy_DmgOnLast,@Upgrade_Bow_RapidAccuracy_DmgOnLast_description,Ranged Damage,lyshineui/images/icons/abilities/bowAbility1_Mod2.png,,,,,,Bow,,Ability_Bow_RapidShot,1,,4,0,false,false,,,,,,false,false,true,true,false,false,false,false,false,false,false,false,,true,0,0,0,false,0,,,,,,,Bow_RapidAttack_KnockBack,,,,,,,,,,,,,,,,,,,,,,,,,,Bow_RapidShot,0.1,,Ability_Bow_RapidShot,0.1,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ability_Bow_PenetratingShot,@Ability_Bow_PenetratingShot,@Ability_Bow_PenetratingShot_description,Ranged Damage,lyshineui/images/icons/abilities/bowAbility3.png,,Play_UI_WeaponSkills_Bow_Ability_5,,,,Bow,,,1,,0,2,true,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,,,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ability_Bow_PenetratingShot,,,,,,,,,
Upgrade_Bow_PenetratingShot_DmgPerHit,@Upgrade_Bow_PenetratingShot_DmgPerHit,@Upgrade_Bow_PenetratingShot_DmgPerHit_description,Ranged Damage,lyshineui/images/icons/abilities/bowAbility3_mod1.png,,,,,,Bow,,Ability_Bow_PenetratingShot,1,,1,2,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,,,0,0,0,false,0,,,,,,,Bow_Penetrating_Attack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bow_Penetrating_AttackA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upgrade_Bow_PenetratingShot_DmgPerDist,@Upgrade_Bow_PenetratingShot_DmgPerDist,@Upgrade_Bow_PenetratingShot_DmgPerDist_description,Ranged Damage,lyshineui/images/icons/abilities/bowAbility3_mod2.png,,,,,,Bow,,Ability_Bow_PenetratingShot,1,,2,2,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,,,0,0,0,false,0,,,,,,,"Bow_Penetrating_Attack,Bow_Penetrating_AttackA1,Bow_Penetrating_AttackA2",,,,,,,,,,,,,,,,,,,,20,GreaterThanOrEqual,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ability_Bow_SplinterShot,@Ability_Bow_SplinterShot,@Ability_Bow_SplinterShot_description,Ranged Damage,lyshineui/images/icons/abilities/bow_ability_explosion.png,,Play_UI_WeaponSkills_Bow_Ability_6,,,,Bow,,,1,,1,4,true,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,,,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ability_Bow_SplinterShot,,,,,,,,,
Upgrade_Bow_SplinterShot_CDRPerHIt,@Upgrade_Bow_SplinterShot_CDRPerHIt,@Upgrade_Bow_SplinterShot_CDRPerHIt_description,Ranged Damage,lyshineui/images/icons/abilities/bow_upgrade.png,,,,,,Bow,,Ability_Bow_SplinterShot,1,,2,4,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,,true,0,0,0,false,0,,,,,,,Bow_ExplosionShot_Projectile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Common_DamageOverTime_Override,true,,,,,,,Status_ExplosiveShot_Burn,,,,,,,,,,,,,,,,,,,,,,,,
Upgrade_Bow_SplinterShot_FiveA,@Upgrade_Bow_SplinterShot_FiveA,@Upgrade_Bow_SplinterShot_FiveA_description,Ranged Damage,lyshineui/images/icons/abilities/bow_upgrade_1.png,,,,,,Bow,,Ability_Bow_SplinterShot,1,,4,4,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,,true,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passive_Bow_Hunter_DmgVsDist,@Passive_Bow_Hunter_DmgVsDist,@Passive_Bow_Hunter_DmgVsDist_description,Passive,lyshineui/images/icons/abilities/bowPassive4.png,,,,,,Bow,,,1,,0,1,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,,,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,10,GreaterThanOrEqual,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passive_Bow_Hunter_HeavyDmg,@Passive_Bow_Hunter_HeavyDmg,@Passive_Bow_Hunter_HeavyDmg_description,Passive,lyshineui/images/icons/abilities/bowPassive2.png,,,,,,Bow,,,1,,0,3,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,,,0,0,0,false,0,,,,,,,BowAttack2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passive_Bow_Hunter_ArmorAimHeavy,@Passive_Bow_Hunter_ArmorAimHeavy,@Passive_Bow_Hunter_ArmorAimHeavy_description,Passive,lyshineui/images/icons/abilities/bowPassive13.png,,,,,,Bow,,,1,,1,3,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,,,0,0,0,false,0,,,,,,,BowAttack2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passive_Bow_Hunter_DmgVsLow,@Passive_Bow_Hunter_DmgVsLow,@Passive_Bow_Hunter_DmgVsLow_description,Passive,lyshineui/images/icons/abilities/bowPassive20.png,,,,,,Bow,,,1,,1,1,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,,,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passive_Bow_Hunter_HeavyDmgVsFull,@Passive_Bow_Hunter_HeavyDmgVsFull,@Passive_Bow_Hunter_HeavyDmgVsFull_description,Passive,lyshineui/images/icons/abilities/bowPassive14.png,,,,,,Bow,,,1,,2,3,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,,,0,0,0,false,0,,,,,,,BowAttack2,,,,,,,,,,,,,,,,,,100,Equal,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passive_Bow_Hunter_DmgOnFirst,@Passive_Bow_Hunter_DmgOnFirst,@Passive_Bow_Hunter_DmgOnFirst_description,Passive,lyshineui/images/icons/abilities/bowPassive15.png,,,,,,Bow,,,1,,3,1,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,,,0,0,0,false,0,,,,,,,,,,,,,,,Status_Passive_Bow_Hunter_DmgOnFirst_Tracker,,,NotEqual,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status_Passive_Bow_Hunter_DmgOnFirst_SelfTracker,Status_Passive_Bow_Hunter_DmgOnFirst_Tracker,,,,,,,,,,,,,,,,,,,,,,,,
Passive_Bow_Hunter_DmgOnFirst_Tracker,,,,,,,,,,Bow,1,,,Passive_Bow_Hunter_DmgOnFirst,,,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,,,0,0,0,false,0,,,,,,,,,,,,Status_Passive_Bow_Hunter_DmgOnFirst_SelfTracker,,,Status_Passive_Bow_Hunter_DmgOnFirst_Tracker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status_Passive_Bow_Hunter_DmgOnFirst_Tracker,,,,,,,,,,,,,,,,,,,,,,,,
Passive_Bow_Hunter_Accuracy,@Passive_Bow_Hunter_Accuracy,@Passive_Bow_Hunter_Accuracy_description,Passive,lyshineui/images/icons/abilities/bowPassive16.png,,,,,,Bow,,,1,,3,3,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,,,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passive_Bow_Hunter_HealOnFive,@Passive_Bow_Hunter_HealOnFive,@Passive_Bow_Hunter_HealOnFive_description,Passive,lyshineui/images/icons/abilities/bowPassive17.png,,,,,,Bow,,,1,,4,1,false,false,,,,,,false,false,false,false,false,true,false,false,false,false,false,false,,,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5
Passive_Bow_Hunter_Crit,@Passive_Bow_Hunter_Crit,@Passive_Bow_Hunter_Crit_description,Passive,lyshineui/images/icons/abilities/bowPassive18.png,,,,,,Bow,,,1,,4,3,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,,,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
