AbilityID,DisplayName,Description,UICategory,Icon,StatusEffectIcon,Sound,TelegraphStatusEffect,TelegraphCountOffset,OnEquipStatusEffect,WeaponTag,RequiredAbilityId,TreeId,TreeRowPosition,TreeColumnPosition,IsActiveAbility,IsGlobalAbility,ScalingStrength,ScalingDexterity,ScalingIntelligence,ScalingSpirit,ScalingConstitution,OnKill,OnExecuted,OnHit,OnBlockedHit,OnCrit,OnHeadShot,OnLegShot,OnHitTaken,OnBlockedHitTaken,OnBlockBreak,OnTargetBlockBreak,OnDeath,OnDeathsDoor,RequireReaction,NumSuccessfulHits,NumConsecutiveHits,MaxConsecutiveHits,TrackHitCount,MaxTrackedHitCounts,ResetConsecutiveOnSuccess,NumberOfTrackedHits,NumberOfHitsComparisonType,DamageIsRanged,DamageIsMelee,ForceShowNameTag,HasGritActive,TargetHasGritActive,DamageTableRow,RemoteDamageTableRow,RangedAttackName,AttackType,IgnoreDisabledAttackTypes,DamageTypes,StatusEffect,StatusEffectCategories,DontHaveStatusEffect,TargetStatusEffect,TargetStatusEffectCategory,TargetStatusEffectStackSize,TargetStatusEffectComparison,TargetCollisionFilters,TargetMarker,MyHealthPercent,MyComparisonType,MyStaminaPercent,MyStaminaComparisonType,TargetHealthPercent,TargetComparisonType,DistFromDefender,DistComparisonType,MaxNumAroundMe,NumAroundMe,NumAroundComparisonType,AbilityList,AbilityTrigger,InAction,InActionTime,AfterAction,TargetVitalsCategory,BaseDamage,BaseDamageReduction,BlockDamage,BlockDamageReduction,CritDamage,CritChance,HeadshotDamage,stagger damage,StaggerDamageReduction,HitRateDmg,HitRateDmgReduction,HealthDamageMitigation,ThreatDamage,ArmorPenetration,PhysicalArmor,ElementalArmor,Knockback,WeaponAccuracy,Health,DmgPctToHealth,MaxHealth,Mana,MaxMana,DamageTableRowOverride,RangedAttackNameOverride,EnableCrit,PerStatusEffectOnTarget,ForceTakeStaminaDamage,CastSpell,SelfApplyStatusEffect,OtherApplyStatusEffect,SetPotencyAsCount,MultiplyRemovedByPotency,RemoveStatusEffects,StatusEffectsList,StatusEffectCategoriesList,RemoveTargetStatusEffectsList,ConsumeTargetStatusEffectMult,StatusEffectDurationReduction,TargetStatusEffectDurationList,TargetStatusEffectDurationMod,ActivationCooldown,Duration,CooldownId,CDRImmediatelyOptions,ResetCooldownTimers,CooldownTimer,NumFreeCooldownsPerUse,MaxHitCountMultiplier,SetMannequinTag,SetMannequinTagStatus
Passive_Greataxe_Reaper_DmgOnLight,@Passive_Greataxe_Reaper_DmgOnLight,@Passive_Greataxe_Reaper_DmgOnLight_description,Passive,lyshineui/images/icons/abilities/GreatAxe_Passive01.png,,,,,,GreatAxe,,0,0,3,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,,,,,,,,,,,,Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status_Passive_Greataxe_Reaper_DmgOnLight,,,,,,,,,,,,,,,,,,,,,
Passive_Greataxe_Reaper_HasteOnLight,@Passive_Greataxe_Reaper_HasteOnLight,@Passive_Greataxe_Reaper_HasteOnLight_description,Passive,lyshineui/images/icons/abilities/GreatAxe_Passive02.png,,,,,,GreatAxe,,0,0,0,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,true,2,0,0,false,0,,,,,,,,,,,,Light,,,,,Status_Passive_Greataxe_Reaper_HasteOnLight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status_Passive_Greataxe_Reaper_HasteOnLight,,,,,,,,,,,,,,,,,,,,,
Passive_Greataxe_Reaper_OnCritHeal,@Passive_Greataxe_Reaper_OnCritHeal,@Passive_Greataxe_Reaper_OnCritHeal_description,Passive,lyshineui/images/icons/abilities/GreatAxe_Passive03.png,,,,,,GreatAxe,,0,1,1,false,false,,,,,,false,false,false,false,true,false,false,false,false,false,false,false,false,true,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,
Passive_Greataxe_Reaper_ArmorPenVsLowHP,@Passive_Greataxe_Reaper_ArmorPenVsLowHP,@Passive_Greataxe_Reaper_ArmorPenVsLowHP_description,Passive,lyshineui/images/icons/abilities/GreatAxe_Passive04.png,,,,,,GreatAxe,,0,1,3,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passive_Greataxe_Reaper_DmgWhenBlocked,@Passive_Greataxe_Reaper_DmgWhenBlocked,@Passive_Greataxe_Reaper_DmgWhenBlocked_description,Passive,lyshineui/images/icons/abilities/GreatAxe_Passive05.png,,,,,,GreatAxe,,0,3,1,false,false,,,,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status_Passive_Greataxe_Reaper_DmgWhenBlocked,,,,,,,,,,,,,,,,,,,,,
Passive_Greataxe_Reaper_Crit,@Passive_Greataxe_Reaper_Crit,@Passive_Greataxe_Reaper_Crit_description,Passive,lyshineui/images/icons/abilities/GreatAxe_Passive06.png,,,,,,GreatAxe,,0,2,1,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passive_Greataxe_Reaper_CritVsLowHP,@Passive_Greataxe_Reaper_CritVsLowHP,@Passive_Greataxe_Reaper_CritVsLowHP_description,Passive,lyshineui/images/icons/abilities/GreatAxe_Passive07.png,,,,,,GreatAxe,,0,3,3,false,false,,,,,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passive_Greataxe_Reaper_HealVsLowHP,@Passive_Greataxe_Reaper_HealVsLowHP,@Passive_Greataxe_Reaper_HealVsLowHP_description,Passive,lyshineui/images/icons/abilities/GreatAxe_Passive08.png,,,,,,GreatAxe,,0,4,4,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,
Ultimate_Greataxe_Reaper,@Ultimate_Greataxe_Reaper,@Ultimate_Greataxe_Reaper_description,Passive,lyshineui/images/icons/abilities/GreatAxe_Ult01.png,,Play_UI_WeaponSkills_GreatAxe_Ultimate_1,,,,GreatAxe,,0,5,2,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,GreaterThanOrEqual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status_Ultimate_Greataxe_Reaper,,,,,,,,,,,,,,,,,,,,,
Ability_Greataxe_Whirlwind,@Ability_Greataxe_Whirlwind,@Ability_Greataxe_Whirlwind_description,Attack,lyshineui/images/icons/abilities/GreatAxe_Ability04.png,,Play_UI_WeaponSkills_GreatAxe_Ability_5,,,,GreatAxe,,1,0,0,true,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,true,0,0,0,true,0,,,,,,,,,GreatAxe_Whirlwind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whirlwind,,,,,,,
Upgrade_Greataxe_Whirlwind_MoreSpins,@Upgrade_Greataxe_Whirlwind_MoreSpins,@Upgrade_Greataxe_Whirlwind_MoreSpins_description,Passive,lyshineui/images/icons/abilities/GreatAxe_Ability04_Mod01.png,,,,,,GreatAxe,Ability_Greataxe_Whirlwind,1,1,0,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upgrade_Greataxe_Whirlwind_Speed,@Upgrade_Greataxe_Whirlwind_Speed,@Upgrade_Greataxe_Whirlwind_Speed_description,Passive,lyshineui/images/icons/abilities/GreatAxe_Ability04_Mod02.png,,,,,,GreatAxe,Ability_Greataxe_Whirlwind,1,2,0,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upgrade_Greataxe_Whirlwind_DmgWhenFoesNear,@Upgrade_Greataxe_Whirlwind_DmgWhenFoesNear,@Upgrade_Greataxe_Whirlwind_DmgWhenFoesNear_description,Passive,lyshineui/images/icons/abilities/GreatAxe_Ability04_Mod03.png,,,,,,GreatAxe,Ability_Greataxe_Whirlwind,1,3,0,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,0,,,,,,,,,GreatAxe_Whirlwind,,,,,,,,,,,,,,,,,,,,,,,5,3,GreaterThanOrEqual,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ability_Greataxe_Maelstorm,@Ability_Greataxe_Maelstorm,@Ability_Greataxe_Maelstorm_description,Attack,lyshineui/images/icons/abilities/GreatAxe_Ability05.png,,Play_UI_WeaponSkills_GreatAxe_Ability_4,,,,GreatAxe,,1,1,2,true,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maelstrom,,,,,,,
Upgrade_Greataxe_Maelstorm_Rng,@Upgrade_Greataxe_Maelstorm_Rng,@Upgrade_Greataxe_Maelstorm_Rng_description,Passive,lyshineui/images/icons/abilities/GreatAxe_Ability05_Mod01.png,,,,,,GreatAxe,Ability_Greataxe_Maelstorm,1,2,2,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upgrade_Greataxe_Maelstorm_AbsorbProjectiles,@Upgrade_Greataxe_Maelstorm_AbsorbProjectiles,@Upgrade_Greataxe_Maelstorm_AbsorbProjectiles_description,Passive,lyshineui/images/icons/abilities/GreatAxe_Ability05_Mod02.png,,,,,,GreatAxe,Ability_Greataxe_Maelstorm,1,3,2,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upgrade_Greataxe_Maelstorm_SpinAttack,@Upgrade_Greataxe_Maelstorm_SpinAttack,@Upgrade_Greataxe_Maelstorm_SpinAttack_description,Passive,lyshineui/images/icons/abilities/GreatAxe_Ability05_Mod03.png,,,,,,GreatAxe,Ability_Greataxe_Maelstorm,1,4,2,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ability_Greataxe_GravityWell,@Ability_Greataxe_GravityWell,@Ability_Greataxe_GravityWell_description,Attack,lyshineui/images/icons/abilities/GreatAxe_Ability06.png,,Play_UI_WeaponSkills_GreatAxe_Ability_6,,,,GreatAxe,,1,2,4,true,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GravityWell,,,,,,,
Upgrade_Greataxe_GravityWell_DmgPerFoe,@Upgrade_Greataxe_GravityWell_DmgPerFoe,@Upgrade_Greataxe_GravityWell_DmgPerFoe_description,Passive,lyshineui/images/icons/abilities/GreatAxe_Ability06_Mod01.png,,,,,,GreatAxe,Ability_Greataxe_GravityWell,1,3,4,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,0,,,,,,,,,GreatAxe_GravityWell_Burst,,,,,,,,,,,,,,,,,,,,,,,5,1,GreaterThanOrEqual,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upgrade_Greataxe_GravityWell_ArmorInWell,@Upgrade_Greataxe_GravityWell_ArmorInWell,@Upgrade_Greataxe_GravityWell_ArmorInWell_description,Passive,lyshineui/images/icons/abilities/GreatAxe_Ability06_Mod02.png,,,,,,GreatAxe,Ability_Greataxe_GravityWell,1,4,4,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status_Upgrade_Greataxe_GravityWell_ArmorInWell,,,,,,,,,,,,,,,,,,,,,
Passive_Greataxe_Mauler_StamVsLowHp,@Passive_Greataxe_Mauler_StamVsLowHp,@Passive_Greataxe_Mauler_StamVsLowHp_description,Passive,lyshineui/images/icons/abilities/GreatAxe_Passive09.png,,,,,,GreatAxe,,1,0,1,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passive_Greataxe_Mauler_HeavyAddPull,@Passive_Greataxe_Mauler_HeavyAddPull,@Passive_Greataxe_Mauler_HeavyAddPull_description,Passive,lyshineui/images/icons/abilities/GreatAxe_Passive10.png,,,,,,GreatAxe,,1,0,3,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passive_Greataxe_Mauler_HeavyAddGrit,@Passive_Greataxe_Mauler_HeavyAddGrit,@Passive_Greataxe_Mauler_HeavyAddGrit_description,Passive,lyshineui/images/icons/abilities/GreatAxe_Passive11.png,,,,,,GreatAxe,,1,1,3,false,false,,,,,,false,false,false,false,false,false,false,true,false,false,false,false,false,false,0,0,0,false,0,,,,,,,true,,,,,,Heartgem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passive_Greataxe_Mauler_PullDur,@Passive_Greataxe_Mauler_PullDur,@Passive_Greataxe_Mauler_PullDur_description,Passive,lyshineui/images/icons/abilities/GreatAxe_Passive12.png,,,,,,GreatAxe,,1,2,1,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passive_Greataxe_Mauler_DmgOnBlock,@Passive_Greataxe_Mauler_DmgOnBlock,@Passive_Greataxe_Mauler_DmgOnBlock_description,Passive,lyshineui/images/icons/abilities/GreatAxe_Passive13.png,,,,,,GreatAxe,,1,3,3,false,false,,,,,,false,false,false,false,false,false,false,false,true,false,false,false,false,false,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status_Passive_Greataxe_Mauler_DmgOnBlock,,,,,,,,,,,,,,,,,,,,,
Passive_Greataxe_Mauler_DmgWhenFoesNear,@Passive_Greataxe_Mauler_DmgWhenFoesNear,@Passive_Greataxe_Mauler_DmgWhenFoesNear_description,Passive,lyshineui/images/icons/abilities/GreatAxe_Passive14.png,,,,,,GreatAxe,,1,4,1,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,GreaterThan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status_Passive_Greataxe_Mauler_DmgWhenFoesNear,,,,,,,,,,,,,,,,,,,,,
Passive_Greataxe_Mauler_ArmorWhenFoesNear,@Passive_Greataxe_Mauler_ArmorWhenFoesNear,@Passive_Greataxe_Mauler_ArmorWhenFoesNear_description,Passive,lyshineui/images/icons/abilities/GreatAxe_Passive15.png,,,,,,GreatAxe,,1,4,3,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,GreaterThan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status_Passive_Greataxe_Mauler_ArmorWhenFoesNear,,,,,,,,,,,,,,,,,,,,,
Ultimate_Greataxe_Mauler,@Ultimate_Greataxe_Mauler,@Ultimate_Greataxe_Mauler_description,Passive,lyshineui/images/icons/abilities/GreatAxe_Ult02.png,,Play_UI_WeaponSkills_GreatAxe_Ultimate_2,,,,GreatAxe,,1,5,2,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status_Ultimate_Greataxe_Mauler,,,,,,,,,,,,,,,,,,,,,
