AbilityID,DisplayName,Description,UICategory,Icon,StatusEffectIcon,Sound,TelegraphStatusEffect,TelegraphCountOffset,OnEquipStatusEffect,WeaponTag,RequiredAbilityId,TreeId,TreeRowPosition,TreeColumnPosition,IsActiveAbility,IsGlobalAbility,IsStackableAbility,ScalingStrength,ScalingDexterity,ScalingIntelligence,ScalingSpirit,ScalingConstitution,OnEventPassiveConditionsPass,OnKill,OnExecuted,OnHit,OnBlockedHit,OnHitBehind,OnCrit,OnCritTaken,OnHeadShot,OnLegShot,OnHitTaken,OnBlockedHitTaken,OnDeath,OnDeathsDoor,OnHasDied,OnBlockBreak,OnTargetBlockBreak,OnTargetSet,OnContributedKill,OnHealthChanged,OnStatusEffectApplied,RequireReaction,NumSuccessfulHits,NumConsecutiveHits,MaxConsecutiveHits,TrackHitCount,ResetConsecutiveOnSuccess,DamageIsRanged,DamageIsMelee,AllowSelfDamageForHitEvents,ForceShowNameTag,TargetHasGritActive,DamageTableRow,RemoteDamageTableRow,RangedAttackName,AttackType,DamageTypes,CheckOwnedStatusEffects,StatusEffect,StatusEffectCategories,StatusEffectStackSize,StatusEffectComparison,DontHaveStatusEffect,StatusEffectBeingApplied,TargetStatusEffect,TargetStatusEffectCategory,TargetStatusEffectStackSize,TargetStatusEffectComparison,TargetCollisionFilters,TargetMarker,MyHealthPercent,MyComparisonType,MyStaminaPercent,MyStaminaComparisonType,TargetHealthPercent,TargetComparisonType,DistFromDefender,DistComparisonType,NumAroundMe,NumAroundComparisonType,AbilityList,AbilityTrigger,InAction,InActionTime,AfterAction,BaseDamage,BaseDamageReduction,BlockDamage,BlockDamageReduction,CritDamage,CritChance,HeadshotDamage,StaggerDamage,StaggerDamageReduction,HitRateDmg,HitRateDmgReduction,HealthDamageMitigation,ThreatDamage,ArmorPenetration,PhysicalArmor,ElementalArmor,LinearlyScaleToDistance,Knockback,WeaponAccuracy,Health,DmgPctToHealth,MaxHealth,Mana,ManaRate,MaxMana,DamageTableRowOverride,StatusEffectDamageTableRowOverride,ForceStatusEffectDamageTableRow,RangedAttackNameOverride,PowerLevelOverride,EnableCrit,PerStatusEffectOnTarget,ForceTakeStaminaDamage,CastSpell,SelfApplyStatusEffect,OtherApplyStatusEffect,SelfApplyStatusEffectDurations,DoNotUnequipSelfAppliedSE,SetPotencyAsCount,MultiplyRemovedByPotency,OnlyChangeOwnedStatusEffects,NumStatusEffectsToRemove,NumStatusEffectStacksToRemove,RemoveStatusEffects,StatusEffectsList,StatusEffectCategoriesList,RemoveTargetStatusEffectsList,ConsumeTargetStatusEffectMult,StatusEffectDurationReduction,TargetStatusEffectDurationList,TargetStatusEffectDurationMod,ActivationCooldown,Duration,CooldownId,CDRImmediatelyOptions,ResetCooldownTimers,CooldownTimer,NumFreeCooldownsPerUse,MaxHitCountMultiplier,SetMannequinTag,SetMannequinTagStatus,KnockbackReduction
AI_IoN_SignaltoStackProcessor_Death_Sword,,,,,,,,,,,,,,,,,true,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,,,,,,,,,,,,,,,,,,AI_IoN_EncManagement_PGDeathSignal_Sword,,,,,AI_IoN_EncManagement_PGDeathSignal_Sword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AI_IoN_EncManagement_PGDeathStack_Sword,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI_IoN_SignaltoStackProcessor_Death_Halberd,,,,,,,,,,,,,,,,,true,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,,,,,,,,,,,,,,,,,,AI_IoN_EncManagement_PGDeathSignal_Halberd,,,,,AI_IoN_EncManagement_PGDeathSignal_Halberd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AI_IoN_EncManagement_PGDeathStack_Halberd,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI_IoN_SignaltoStackProcessor_Death,,,,,,,,,,,,,,,,,true,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,,,,,,,,,,,,,,,,,,AI_IoN_EncManagement_PGDeathSignal,,,,,AI_IoN_EncManagement_PGDeathSignal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AI_IoN_EncManagement_PGDeathStack,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI_IoN_SignaltoStackProcessor_Kneeling,,,,,,,,,,,,,,,,,true,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,,,,,,,,,,,,,,,,,,AI_IoN_EncManagement_PGKneelSignal,,,,,AI_IoN_EncManagement_PGKneelSignal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AI_IoN_EncManagement_PGKneelStack,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI_IoN_SignalStackToValidatorProcessor_Death_Shield,,,,,,,,,,,,,,,,,true,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,,,,,,,,,,,,,,,,,,AI_IoN_EncManagement_PGDeathStack_Shield,,,,,AI_IoN_EncManagement_PGDeathStack_Shield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AI_IoN_EncManagement_Phase2Validator_Shield,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI_IoN_SignalStackToValidatorProcessor_Death_Bow,,,,,,,,,,,,,,,,,true,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,,,,,,,,,,,,,,,,,,AI_IoN_EncManagement_PGDeathStack_Bow,,,,,AI_IoN_EncManagement_PGDeathStack_Bow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AI_IoN_EncManagement_Phase2Validator_Bow,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI_IoN_SignalStackToValidatorProcessor_Death_Sword,,,,,,,,,,,,,,,,,true,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,,,,,,,,,,,,,,,,,,AI_IoN_EncManagement_PGDeathStack_Sword,,,,,AI_IoN_EncManagement_PGDeathStack_Sword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AI_IoN_EncManagement_Phase2Validator_Sword,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI_IoN_SignalStackToValidatorProcessor_Death_Halberd,,,,,,,,,,,,,,,,,true,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,,,,,,,,,,,,,,,,,,AI_IoN_EncManagement_PGDeathStack_Halberd,,,,,AI_IoN_EncManagement_PGDeathStack_Halberd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AI_IoN_EncManagement_Phase2Validator_Halberd,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI_IoN_SignalStackToValidatorProcessor_Death,,,,,,,,,,,,,,,,,true,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,,,,,,,,,,,,,,,,,,AI_IoN_EncManagement_PGDeathStack,,4,,,AI_IoN_EncManagement_PGDeathStack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AI_IoN_EncManagement_Phase2Validator,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI_IoN_SignalStackToValidatorProcessor_Kneel,,,,,,,,,,,,,,,,,true,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,,,,,,,,,,,,,,,,,,AI_IoN_EncManagement_PGKneelSignal,,4,,,AI_IoN_EncManagement_PGKneelSignal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AI_IoN_EncManagement_Phase1Validator,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI_Dahut_AbyssMarkCount,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,,,,,,,,,,,,NoDamage,,,,,,,,,,,,AI_Dahut_AbyssMark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AI_Dahut_AbyssMark_Counter,,3,,,,,,,,,,,,,,,,,,,,,,,,,
AI_Dahut_PurgingBladeImmunity,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,true,false,,,,,,,,,,,,,,,,,,,,,,Attack_PurgingBlade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI_Dahut_MysDisImmunity,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,true,false,,,,,,,,,,,,,,,,,,,,,,Attack_MysticDisruption,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI_Dahut_SoakImmunity,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,true,false,,,,,,,,,,,,,,,,,,,,,,Attack_DanceOfDeath_Finisher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI_Dahut_WitheringWaveImmunity,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,true,false,,,,,,,,,,,,,,,,,,,,,,Attack_WitheringWave_Wave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI_TwinJesters_Add_OnAddKillerApplied_CastHeal,,,,,,,,,,,,,,,,,true,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,,,,,,,,,,,,,,,,,,AI_TwinJesters_AddKiller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AI_TwinJesters_Add_Heal,,,,,,,,,,,,,,,,,,3,,,,,,,,,,
AI_TwinJesters_OnHit_GiveBurn,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AI_TwinJesters_STD_BurnOnHit_Burn,,,,,,,,,,,,,,,,3,,,,,,,,,,
AI_TwinJesters_OnTwinDanceHit_FollowUp,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AI_TwinJesters_TwinDanceHit_Tag,,,true,,,,,,,,,,,,,,,,,,,,,,,,
AI_IoN_Barrel_Hit_Drop,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AI_Barrel_Drop,Raid_IoN_Barrel_Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI_IoN_Puzzle_Relic1Pickup,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,0,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raid_IoN_Puzzle_Relic1Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI_IoN_Puzzle_Relic2Pickup,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,0,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raid_IoN_Puzzle_Relic2Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI_IoN_Puzzle_Relic3Pickup,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,0,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raid_IoN_Puzzle_Relic3Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI_IoN_Puzzle_Relic4Pickup,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,0,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raid_IoN_Puzzle_Relic4Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI_LostThorpe_OnLesserComboKickHit_FollowUp,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,,,,,,,,,,,,Attack_LesserCombo_Kick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AI_IoN_Lost_Thorpe_KickHit_Tag,,,true,,,,,,,,,,,,,,,,,,,,,,,,
AI_IoN_Lost_Thorpe_SpearBearer,,,,,,,,,AI_IoN_Lost_Thorpe_SpearBearer2,,,,,,,,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,false,false,false,false,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AI_IoN_Lost_Thorpe_SpearBearer_Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI_IoN_Lost_Thorpe_SpearBearer2,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,0,,,,,,,,,,,,Utility_RelicDropOrder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AI_IoN_Lost_Thorpe_SpearBearer_Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI_IoN_LostThorpe_ImpalingMistlock_Checker,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,,,,,,,,,,,,Attack_ImpalingMistlock_Projectile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AI_IoN_Lost_Thorpe_ImpalingMistlock_Tag,,,true,,,,,,,,,,,,,,,,,,,,,,,,
AI_LostThorpe_OnCleaveComboHit_FollowUp,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,,,,,,,,,,,,"Attack_CleaveCombo_01,Attack_CleaveCombo_02,Attack_CleaveCombo_01_Coalescence,Attack_CleaveCombo_02_Coalescence",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AI_IoN_Lost_Thorpe_KickHit_Tag,,,true,,,,,,,,,,,,,,,,,,,,,,,,
AI_LostThorpe_OnFragileSoulApplied_ApplyDisplaySE,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,,,,,,,,,,,,,,,,,,,,,,,AI_IoN_Lost_Thorpe_FragileSoul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AI_IoN_Lost_Thorpe_FragileSoul_Display,,,true,,,,,,,,,,,,,,,,,,,,,,,,
AI_LostThorpe_BumpNoBearer_Immunity,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,true,false,,,,,,,,,,,,,,,,,,,,,,Attack_RelicRecall_Bump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI_LostThorpe_RemoveRelicCollectionSE,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AbilitySpecific,AI_IoN_Lost_Thorpe_Relic_Authorized,,,,,,,,,,,,,,,,,
AI_PalatineShield_HeroicRushImmunity,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,true,false,,,,,,,,,,,,,,,,,,,,,,Heroic_Rush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI_PalatineSword_Relentles,,,,,,,,,,,,,,,,,true,,,,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,,,,,,,,,,,,"Tempest_Blade,Tempest_Blade_Spin,Footwork_Stab,Blade_Rush",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AI_PalatineSwordsman_Relentless,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI_PalatineGuard_AbyssCloak_AbyssMarkVulnerability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,AI_Dahut_AbyssMark,,,,,,,,1,LessThan,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI_PalatineGuard_AbyssCloak_Invulnerability,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,AI_Dahut_AbyssMark,,1,LessThan,,,,,,,,,,,,,,,,,,,1000,,1000,,,,,1000,,1000,,,,,,,,,,0,,,,,,0,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
