ConversationTopicId,PlayerPrompt,NPCResponse,AchievementUnlock,RequiredAchievement,RequiredFaction,RequiredLevel
05_00_Outfitter_Transmog,@02_00_Outfitter_Transmog_Prompt,@05_00_Outfitter_Transmog_Response,,,,
06_00_Outfitter_Transmog,@02_00_Outfitter_Transmog_Prompt,@06_00_Outfitter_Transmog_Response,,,,
07_00_Outfitter_Transmog,@02_00_Outfitter_Transmog_Prompt,@07_00_Outfitter_Transmog_Response,,,,
08_00_Outfitter_Transmog,@02_00_Outfitter_Transmog_Prompt,@08_00_Outfitter_Transmog_Response,,,,
11_00_Outfitter_Transmog,@02_00_Outfitter_Transmog_Prompt,@11_00_Outfitter_Transmog_Response,,,,
12_00_Outfitter_Transmog,@02_00_Outfitter_Transmog_Prompt,@12_00_Outfitter_Transmog_Response,,,,
13_00_Outfitter_Transmog,@02_00_Outfitter_Transmog_Prompt,@13_00_Outfitter_Transmog_Response,,,,
15_00_Outfitter_Transmog,@02_00_Outfitter_Transmog_Prompt,@15_00_Outfitter_Transmog_Response,,,,
16_00_Outfitter_Transmog,@02_00_Outfitter_Transmog_Prompt,@16_00_Outfitter_Transmog_Response,,,,
10_00_Outfitter_Transmog,@02_00_Outfitter_Transmog_Prompt,@10_00_Outfitter_Transmog_Response,,,,
03_00_Outfitter_Transmog,@02_00_Outfitter_Transmog_Prompt,@03_00_Outfitter_Transmog_Response,,,,
14_00_Outfitter_Transmog,@02_00_Outfitter_Transmog_Prompt,@14_00_Outfitter_Transmog_Response,,,,
